time,frequency_hz,confidence,voiced,model,low_hz,high_hz,backend_min_hz
29.51,196.49478149414062,1.0,True,fcpe,50.0,2000.0,80.0
29.52,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.53,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.54,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.55,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.56,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.57,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.58,0.0,1.0,True,fcpe,50.0,2000.0,80.0
29.59,242.26699829101562,1.0,True,fcpe,50.0,2000.0,80.0
29.6,243.29652404785156,1.0,True,fcpe,50.0,2000.0,80.0
29.61,244.11709594726562,1.0,True,fcpe,50.0,2000.0,80.0
29.62,244.97862243652344,1.0,True,fcpe,50.0,2000.0,80.0
29.63,246.46640014648438,1.0,True,fcpe,50.0,2000.0,80.0
29.64,247.59527587890625,1.0,True,fcpe,50.0,2000.0,80.0
29.65,247.93136596679688,1.0,True,fcpe,50.0,2000.0,80.0
29.66,247.54364013671875,1.0,True,fcpe,50.0,2000.0,80.0
29.67,246.45126342773438,1.0,True,fcpe,50.0,2000.0,80.0
29.68,244.90957641601562,1.0,True,fcpe,50.0,2000.0,80.0
29.69,243.90005493164062,1.0,True,fcpe,50.0,2000.0,80.0
29.7,243.05677795410156,1.0,True,fcpe,50.0,2000.0,80.0
29.71,242.65142822265625,1.0,True,fcpe,50.0,2000.0,80.0
29.72,242.5908660888672,1.0,True,fcpe,50.0,2000.0,80.0
29.73,242.81739807128906,1.0,True,fcpe,50.0,2000.0,80.0
29.74,243.88247680664062,1.0,True,fcpe,50.0,2000.0,80.0
29.75,244.24354553222656,1.0,True,fcpe,50.0,2000.0,80.0
29.76,244.51898193359375,1.0,True,fcpe,50.0,2000.0,80.0
29.77,333.6742858886719,1.0,True,fcpe,50.0,2000.0,80.0
29.78,332.8345031738281,1.0,True,fcpe,50.0,2000.0,80.0
29.79,329.8599548339844,1.0,True,fcpe,50.0,2000.0,80.0
29.8,327.18719482421875,1.0,True,fcpe,50.0,2000.0,80.0
29.81,325.1513977050781,1.0,True,fcpe,50.0,2000.0,80.0
29.82,327.03228759765625,1.0,True,fcpe,50.0,2000.0,80.0
29.83,328.880615234375,1.0,True,fcpe,50.0,2000.0,80.0
29.84,399.8545837402344,1.0,True,fcpe,50.0,2000.0,80.0
29.85,401.5869445800781,1.0,True,fcpe,50.0,2000.0,80.0
29.86,330.3500671386719,1.0,True,fcpe,50.0,2000.0,80.0
29.87,330.6003112792969,1.0,True,fcpe,50.0,2000.0,80.0
29.88,331.6439514160156,1.0,True,fcpe,50.0,2000.0,80.0
29.89,334.0533142089844,1.0,True,fcpe,50.0,2000.0,80.0
29.9,334.0916442871094,1.0,True,fcpe,50.0,2000.0,80.0
29.91,334.4674987792969,1.0,True,fcpe,50.0,2000.0,80.0
29.92,334.47235107421875,1.0,True,fcpe,50.0,2000.0,80.0
29.93,331.2662048339844,1.0,True,fcpe,50.0,2000.0,80.0
29.94,329.0910339355469,1.0,True,fcpe,50.0,2000.0,80.0
29.95,328.503662109375,1.0,True,fcpe,50.0,2000.0,80.0
29.96,329.7073669433594,1.0,True,fcpe,50.0,2000.0,80.0
29.97,330.66607666015625,1.0,True,fcpe,50.0,2000.0,80.0
29.98,330.7679748535156,1.0,True,fcpe,50.0,2000.0,80.0
29.99,294.9985656738281,1.0,True,fcpe,50.0,2000.0,80.0
30.0,294.6264343261719,1.0,True,fcpe,50.0,2000.0,80.0
30.01,294.0634460449219,1.0,True,fcpe,50.0,2000.0,80.0
30.02,292.8631286621094,1.0,True,fcpe,50.0,2000.0,80.0
30.03,292.3825378417969,1.0,True,fcpe,50.0,2000.0,80.0
30.04,292.0614013671875,1.0,True,fcpe,50.0,2000.0,80.0
30.05,291.12646484375,1.0,True,fcpe,50.0,2000.0,80.0
30.06,290.8533935546875,1.0,True,fcpe,50.0,2000.0,80.0
30.07,292.02801513671875,1.0,True,fcpe,50.0,2000.0,80.0
30.08,292.482666015625,1.0,True,fcpe,50.0,2000.0,80.0
30.09,242.4952392578125,1.0,True,fcpe,50.0,2000.0,80.0
30.1,242.3200225830078,1.0,True,fcpe,50.0,2000.0,80.0
30.11,242.84527587890625,1.0,True,fcpe,50.0,2000.0,80.0
30.12,243.6338653564453,1.0,True,fcpe,50.0,2000.0,80.0
30.13,244.6111297607422,1.0,True,fcpe,50.0,2000.0,80.0
30.14,245.53390502929688,1.0,True,fcpe,50.0,2000.0,80.0
30.15,248.598388671875,1.0,True,fcpe,50.0,2000.0,80.0
30.16,289.0860290527344,1.0,True,fcpe,50.0,2000.0,80.0
30.17,288.8007507324219,1.0,True,fcpe,50.0,2000.0,80.0
30.18,261.2106628417969,1.0,True,fcpe,50.0,2000.0,80.0
30.19,261.07232666015625,1.0,True,fcpe,50.0,2000.0,80.0
30.2,260.4391174316406,1.0,True,fcpe,50.0,2000.0,80.0
30.21,260.47552490234375,1.0,True,fcpe,50.0,2000.0,80.0
30.22,261.31903076171875,1.0,True,fcpe,50.0,2000.0,80.0
30.23,295.778076171875,1.0,True,fcpe,50.0,2000.0,80.0
30.24,295.7773742675781,1.0,True,fcpe,50.0,2000.0,80.0
30.25,294.7530822753906,1.0,True,fcpe,50.0,2000.0,80.0
30.26,295.63916015625,1.0,True,fcpe,50.0,2000.0,80.0
30.27,294.58819580078125,1.0,True,fcpe,50.0,2000.0,80.0
30.28,293.69219970703125,1.0,True,fcpe,50.0,2000.0,80.0
30.29,292.4683837890625,1.0,True,fcpe,50.0,2000.0,80.0
30.3,290.7201843261719,1.0,True,fcpe,50.0,2000.0,80.0
30.31,290.22161865234375,1.0,True,fcpe,50.0,2000.0,80.0
30.32,290.6437072753906,1.0,True,fcpe,50.0,2000.0,80.0
30.33,291.1262512207031,1.0,True,fcpe,50.0,2000.0,80.0
30.34,291.80804443359375,1.0,True,fcpe,50.0,2000.0,80.0
30.35,292.42352294921875,1.0,True,fcpe,50.0,2000.0,80.0
30.36,292.6003723144531,1.0,True,fcpe,50.0,2000.0,80.0
30.37,292.40045166015625,1.0,True,fcpe,50.0,2000.0,80.0
30.38,292.64630126953125,1.0,True,fcpe,50.0,2000.0,80.0
30.39,293.3772888183594,1.0,True,fcpe,50.0,2000.0,80.0
30.4,293.42120361328125,1.0,True,fcpe,50.0,2000.0,80.0
30.41,291.60662841796875,1.0,True,fcpe,50.0,2000.0,80.0
30.42,290.9243469238281,1.0,True,fcpe,50.0,2000.0,80.0
30.43,291.0754699707031,1.0,True,fcpe,50.0,2000.0,80.0
30.44,292.1194152832031,1.0,True,fcpe,50.0,2000.0,80.0
30.45,292.0421142578125,1.0,True,fcpe,50.0,2000.0,80.0
30.46,292.1561279296875,1.0,True,fcpe,50.0,2000.0,80.0
30.47,196.1490020751953,1.0,True,fcpe,50.0,2000.0,80.0
30.48,196.3023223876953,1.0,True,fcpe,50.0,2000.0,80.0
30.49,195.8391571044922,1.0,True,fcpe,50.0,2000.0,80.0
30.5,194.7885284423828,1.0,True,fcpe,50.0,2000.0,80.0
30.51,194.33709716796875,1.0,True,fcpe,50.0,2000.0,80.0
30.52,194.3679962158203,1.0,True,fcpe,50.0,2000.0,80.0
30.53,195.7080078125,1.0,True,fcpe,50.0,2000.0,80.0
30.54,290.8729248046875,1.0,True,fcpe,50.0,2000.0,80.0
30.55,290.48773193359375,1.0,True,fcpe,50.0,2000.0,80.0
30.56,194.16748046875,1.0,True,fcpe,50.0,2000.0,80.0
30.57,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.58,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.59,241.58572387695312,1.0,True,fcpe,50.0,2000.0,80.0
30.6,242.40957641601562,1.0,True,fcpe,50.0,2000.0,80.0
30.61,243.91409301757812,1.0,True,fcpe,50.0,2000.0,80.0
30.62,245.02178955078125,1.0,True,fcpe,50.0,2000.0,80.0
30.63,246.8905487060547,1.0,True,fcpe,50.0,2000.0,80.0
30.64,248.69207763671875,1.0,True,fcpe,50.0,2000.0,80.0
30.65,250.24832153320312,1.0,True,fcpe,50.0,2000.0,80.0
30.66,251.04254150390625,1.0,True,fcpe,50.0,2000.0,80.0
30.67,251.36666870117188,1.0,True,fcpe,50.0,2000.0,80.0
30.68,250.64085388183594,1.0,True,fcpe,50.0,2000.0,80.0
30.69,249.58370971679688,1.0,True,fcpe,50.0,2000.0,80.0
30.7,248.2701873779297,1.0,True,fcpe,50.0,2000.0,80.0
30.71,247.06890869140625,1.0,True,fcpe,50.0,2000.0,80.0
30.72,246.16427612304688,1.0,True,fcpe,50.0,2000.0,80.0
30.73,245.0968780517578,1.0,True,fcpe,50.0,2000.0,80.0
30.74,244.87046813964844,1.0,True,fcpe,50.0,2000.0,80.0
30.75,244.96307373046875,1.0,True,fcpe,50.0,2000.0,80.0
30.76,245.17205810546875,1.0,True,fcpe,50.0,2000.0,80.0
30.77,245.34576416015625,1.0,True,fcpe,50.0,2000.0,80.0
30.78,293.2929382324219,1.0,True,fcpe,50.0,2000.0,80.0
30.79,293.56683349609375,1.0,True,fcpe,50.0,2000.0,80.0
30.8,293.488525390625,1.0,True,fcpe,50.0,2000.0,80.0
30.81,293.2978820800781,1.0,True,fcpe,50.0,2000.0,80.0
30.82,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.83,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.84,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.85,292.9904479980469,1.0,True,fcpe,50.0,2000.0,80.0
30.86,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.87,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.88,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.89,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.9,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.91,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.92,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.93,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.94,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.95,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.96,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.97,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.98,0.0,1.0,True,fcpe,50.0,2000.0,80.0
30.99,294.1894226074219,1.0,True,fcpe,50.0,2000.0,80.0
31.0,293.6575622558594,1.0,True,fcpe,50.0,2000.0,80.0
31.01,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.02,196.5040740966797,1.0,True,fcpe,50.0,2000.0,80.0
31.03,196.421875,1.0,True,fcpe,50.0,2000.0,80.0
31.04,196.38551330566406,1.0,True,fcpe,50.0,2000.0,80.0
31.05,196.52304077148438,1.0,True,fcpe,50.0,2000.0,80.0
31.06,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.07,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.08,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.09,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.1,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.11,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.12,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.13,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.14,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.15,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.16,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.17,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.18,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.19,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.2,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.21,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.22,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.23,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.24,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.25,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.26,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.27,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.28,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.29,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.3,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.31,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.32,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.33,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.34,291.0606384277344,1.0,True,fcpe,50.0,2000.0,80.0
31.35,194.84474182128906,1.0,True,fcpe,50.0,2000.0,80.0
31.36,195.9534454345703,1.0,True,fcpe,50.0,2000.0,80.0
31.37,262.3531188964844,1.0,True,fcpe,50.0,2000.0,80.0
31.38,260.798828125,1.0,True,fcpe,50.0,2000.0,80.0
31.39,259.99066162109375,1.0,True,fcpe,50.0,2000.0,80.0
31.4,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.41,261.05859375,1.0,True,fcpe,50.0,2000.0,80.0
31.42,261.09991455078125,1.0,True,fcpe,50.0,2000.0,80.0
31.43,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.44,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.45,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.46,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.47,172.95042419433594,1.0,True,fcpe,50.0,2000.0,80.0
31.48,173.2683563232422,1.0,True,fcpe,50.0,2000.0,80.0
31.49,172.07130432128906,1.0,True,fcpe,50.0,2000.0,80.0
31.5,172.76565551757812,1.0,True,fcpe,50.0,2000.0,80.0
31.51,202.29722595214844,1.0,True,fcpe,50.0,2000.0,80.0
31.52,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.53,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.54,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.55,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.56,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.57,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.58,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.59,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.6,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.61,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.62,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.63,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.64,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.65,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.66,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.67,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.68,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.69,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.7,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.71,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.72,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.73,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.74,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.75,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.76,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.77,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.78,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.79,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.8,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.81,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.82,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.83,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.84,0.0,1.0,True,fcpe,50.0,2000.0,80.0
31.85,401.694091796875,1.0,True,fcpe,50.0,2000.0,80.0
31.86,401.64495849609375,1.0,True,fcpe,50.0,2000.0,80.0
31.87,198.29795837402344,1.0,True,fcpe,50.0,2000.0,80.0
31.88,197.21426391601562,1.0,True,fcpe,50.0,2000.0,80.0
31.89,196.53929138183594,1.0,True,fcpe,50.0,2000.0,80.0
31.9,196.49595642089844,1.0,True,fcpe,50.0,2000.0,80.0
31.91,196.28363037109375,1.0,True,fcpe,50.0,2000.0,80.0
31.92,196.14938354492188,1.0,True,fcpe,50.0,2000.0,80.0
31.93,195.79229736328125,1.0,True,fcpe,50.0,2000.0,80.0
31.94,195.56607055664062,1.0,True,fcpe,50.0,2000.0,80.0
31.95,293.86932373046875,1.0,True,fcpe,50.0,2000.0,80.0
31.96,294.22357177734375,1.0,True,fcpe,50.0,2000.0,80.0
31.97,293.77752685546875,1.0,True,fcpe,50.0,2000.0,80.0
31.98,293.4823303222656,1.0,True,fcpe,50.0,2000.0,80.0
31.99,195.13320922851562,1.0,True,fcpe,50.0,2000.0,80.0
32.0,194.65768432617188,1.0,True,fcpe,50.0,2000.0,80.0
32.01,193.98574829101562,1.0,True,fcpe,50.0,2000.0,80.0
32.02,193.6031494140625,1.0,True,fcpe,50.0,2000.0,80.0
32.03,194.55747985839844,1.0,True,fcpe,50.0,2000.0,80.0
32.04,292.7967529296875,1.0,True,fcpe,50.0,2000.0,80.0
32.05,194.30203247070312,1.0,True,fcpe,50.0,2000.0,80.0
32.06,194.13949584960938,1.0,True,fcpe,50.0,2000.0,80.0
32.07,195.73828125,1.0,True,fcpe,50.0,2000.0,80.0
32.08,200.1529541015625,1.0,True,fcpe,50.0,2000.0,80.0
32.09,293.97607421875,1.0,True,fcpe,50.0,2000.0,80.0
32.1,293.0677490234375,1.0,True,fcpe,50.0,2000.0,80.0
32.11,293.1903991699219,1.0,True,fcpe,50.0,2000.0,80.0
32.12,243.15921020507812,1.0,True,fcpe,50.0,2000.0,80.0
32.13,241.25099182128906,1.0,True,fcpe,50.0,2000.0,80.0
32.14,241.41029357910156,1.0,True,fcpe,50.0,2000.0,80.0
32.15,241.71249389648438,1.0,True,fcpe,50.0,2000.0,80.0
32.16,241.80572509765625,1.0,True,fcpe,50.0,2000.0,80.0
32.17,242.44314575195312,1.0,True,fcpe,50.0,2000.0,80.0
32.18,242.99862670898438,1.0,True,fcpe,50.0,2000.0,80.0
32.19,243.23912048339844,1.0,True,fcpe,50.0,2000.0,80.0
32.2,244.18043518066406,1.0,True,fcpe,50.0,2000.0,80.0
32.21,246.59573364257812,1.0,True,fcpe,50.0,2000.0,80.0
32.22,252.92117309570312,1.0,True,fcpe,50.0,2000.0,80.0
32.23,283.4750671386719,1.0,True,fcpe,50.0,2000.0,80.0
32.24,266.223876953125,1.0,True,fcpe,50.0,2000.0,80.0
32.25,262.11492919921875,1.0,True,fcpe,50.0,2000.0,80.0
32.26,261.2662658691406,1.0,True,fcpe,50.0,2000.0,80.0
32.27,261.18121337890625,1.0,True,fcpe,50.0,2000.0,80.0
32.28,261.0050048828125,1.0,True,fcpe,50.0,2000.0,80.0
32.29,260.71038818359375,1.0,True,fcpe,50.0,2000.0,80.0
32.3,260.7427978515625,1.0,True,fcpe,50.0,2000.0,80.0
32.31,261.41986083984375,1.0,True,fcpe,50.0,2000.0,80.0
32.32,262.5247802734375,1.0,True,fcpe,50.0,2000.0,80.0
32.33,290.104248046875,1.0,True,fcpe,50.0,2000.0,80.0
32.34,290.0871887207031,1.0,True,fcpe,50.0,2000.0,80.0
32.35,289.6687927246094,1.0,True,fcpe,50.0,2000.0,80.0
32.36,288.9637451171875,1.0,True,fcpe,50.0,2000.0,80.0
32.37,289.3710021972656,1.0,True,fcpe,50.0,2000.0,80.0
32.38,289.3426818847656,1.0,True,fcpe,50.0,2000.0,80.0
32.39,289.1920166015625,1.0,True,fcpe,50.0,2000.0,80.0
32.4,288.9229736328125,1.0,True,fcpe,50.0,2000.0,80.0
32.41,289.4695129394531,1.0,True,fcpe,50.0,2000.0,80.0
32.42,290.71453857421875,1.0,True,fcpe,50.0,2000.0,80.0
32.43,291.2001647949219,1.0,True,fcpe,50.0,2000.0,80.0
32.44,290.7123107910156,1.0,True,fcpe,50.0,2000.0,80.0
32.45,289.97137451171875,1.0,True,fcpe,50.0,2000.0,80.0
32.46,289.3786315917969,1.0,True,fcpe,50.0,2000.0,80.0
32.47,289.1863708496094,1.0,True,fcpe,50.0,2000.0,80.0
32.48,290.92822265625,1.0,True,fcpe,50.0,2000.0,80.0
32.49,291.764892578125,1.0,True,fcpe,50.0,2000.0,80.0
32.5,293.2851867675781,1.0,True,fcpe,50.0,2000.0,80.0
32.51,293.2613525390625,1.0,True,fcpe,50.0,2000.0,80.0
32.52,293.03094482421875,1.0,True,fcpe,50.0,2000.0,80.0
32.53,293.0617370605469,1.0,True,fcpe,50.0,2000.0,80.0
32.54,292.944580078125,1.0,True,fcpe,50.0,2000.0,80.0
32.55,292.60491943359375,1.0,True,fcpe,50.0,2000.0,80.0
32.56,292.2442932128906,1.0,True,fcpe,50.0,2000.0,80.0
32.57,194.53195190429688,1.0,True,fcpe,50.0,2000.0,80.0
32.58,195.00485229492188,1.0,True,fcpe,50.0,2000.0,80.0
32.59,195.0304412841797,1.0,True,fcpe,50.0,2000.0,80.0
32.6,289.0329895019531,1.0,True,fcpe,50.0,2000.0,80.0
32.61,288.491455078125,1.0,True,fcpe,50.0,2000.0,80.0
32.62,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.63,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.64,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.65,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.66,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.67,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.68,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.69,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.7,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.71,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.72,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.73,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.74,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.75,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.76,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.77,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.78,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.79,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.8,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.81,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.82,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.83,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.84,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.85,0.0,1.0,True,fcpe,50.0,2000.0,80.0
32.86,294.0754089355469,1.0,True,fcpe,50.0,2000.0,80.0
32.87,292.9488220214844,1.0,True,fcpe,50.0,2000.0,80.0
32.88,292.7016296386719,1.0,True,fcpe,50.0,2000.0,80.0
32.89,293.41839599609375,1.0,True,fcpe,50.0,2000.0,80.0
32.9,293.5879821777344,1.0,True,fcpe,50.0,2000.0,80.0
32.91,293.5287780761719,1.0,True,fcpe,50.0,2000.0,80.0
32.92,293.2528991699219,1.0,True,fcpe,50.0,2000.0,80.0
32.93,292.8115539550781,1.0,True,fcpe,50.0,2000.0,80.0
32.94,292.78466796875,1.0,True,fcpe,50.0,2000.0,80.0
32.95,292.56060791015625,1.0,True,fcpe,50.0,2000.0,80.0
32.96,292.4195556640625,1.0,True,fcpe,50.0,2000.0,80.0
32.97,292.60308837890625,1.0,True,fcpe,50.0,2000.0,80.0
32.98,292.833984375,1.0,True,fcpe,50.0,2000.0,80.0
32.99,292.84173583984375,1.0,True,fcpe,50.0,2000.0,80.0
33.0,292.77642822265625,1.0,True,fcpe,50.0,2000.0,80.0
33.01,292.62335205078125,1.0,True,fcpe,50.0,2000.0,80.0
33.02,292.8382568359375,1.0,True,fcpe,50.0,2000.0,80.0
33.03,292.86663818359375,1.0,True,fcpe,50.0,2000.0,80.0
33.04,292.9364318847656,1.0,True,fcpe,50.0,2000.0,80.0
33.05,292.3233337402344,1.0,True,fcpe,50.0,2000.0,80.0
33.06,291.57171630859375,1.0,True,fcpe,50.0,2000.0,80.0
33.07,193.30673217773438,1.0,True,fcpe,50.0,2000.0,80.0
33.08,193.35618591308594,1.0,True,fcpe,50.0,2000.0,80.0
33.09,194.0353240966797,1.0,True,fcpe,50.0,2000.0,80.0
33.1,195.48683166503906,1.0,True,fcpe,50.0,2000.0,80.0
33.11,287.5086364746094,1.0,True,fcpe,50.0,2000.0,80.0
33.12,286.4621276855469,1.0,True,fcpe,50.0,2000.0,80.0
33.13,289.41497802734375,1.0,True,fcpe,50.0,2000.0,80.0
33.14,291.42132568359375,1.0,True,fcpe,50.0,2000.0,80.0
33.15,259.832275390625,1.0,True,fcpe,50.0,2000.0,80.0
33.16,260.0332946777344,1.0,True,fcpe,50.0,2000.0,80.0
33.17,260.5963439941406,1.0,True,fcpe,50.0,2000.0,80.0
33.18,261.3095397949219,1.0,True,fcpe,50.0,2000.0,80.0
33.19,261.8684997558594,1.0,True,fcpe,50.0,2000.0,80.0
33.2,262.3701171875,1.0,True,fcpe,50.0,2000.0,80.0
33.21,262.5926513671875,1.0,True,fcpe,50.0,2000.0,80.0
33.22,260.89617919921875,1.0,True,fcpe,50.0,2000.0,80.0
33.23,254.96670532226562,1.0,True,fcpe,50.0,2000.0,80.0
33.24,246.53607177734375,1.0,True,fcpe,50.0,2000.0,80.0
33.25,245.00421142578125,1.0,True,fcpe,50.0,2000.0,80.0
33.26,244.71148681640625,1.0,True,fcpe,50.0,2000.0,80.0
33.27,245.13746643066406,1.0,True,fcpe,50.0,2000.0,80.0
33.28,247.78855895996094,1.0,True,fcpe,50.0,2000.0,80.0
33.29,194.50148010253906,1.0,True,fcpe,50.0,2000.0,80.0
33.3,194.695068359375,1.0,True,fcpe,50.0,2000.0,80.0
33.31,195.14320373535156,1.0,True,fcpe,50.0,2000.0,80.0
33.32,195.18817138671875,1.0,True,fcpe,50.0,2000.0,80.0
33.33,195.3367919921875,1.0,True,fcpe,50.0,2000.0,80.0
33.34,195.4994354248047,1.0,True,fcpe,50.0,2000.0,80.0
33.35,195.31503295898438,1.0,True,fcpe,50.0,2000.0,80.0
33.36,195.35475158691406,1.0,True,fcpe,50.0,2000.0,80.0
33.37,196.23231506347656,1.0,True,fcpe,50.0,2000.0,80.0
33.38,197.037109375,1.0,True,fcpe,50.0,2000.0,80.0
33.39,197.29295349121094,1.0,True,fcpe,50.0,2000.0,80.0
33.4,196.8981170654297,1.0,True,fcpe,50.0,2000.0,80.0
33.41,396.8698425292969,1.0,True,fcpe,50.0,2000.0,80.0
33.42,402.27642822265625,1.0,True,fcpe,50.0,2000.0,80.0
33.43,405.01873779296875,1.0,True,fcpe,50.0,2000.0,80.0
33.44,261.73626708984375,1.0,True,fcpe,50.0,2000.0,80.0
33.45,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.46,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.47,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.48,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.49,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.5,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.51,0.0,1.0,True,fcpe,50.0,2000.0,80.0
33.52,0.0,1.0,True,fcpe,50.0,2000.0,80.0
