time,frequency_hz,confidence,voiced,model,low_hz,high_hz,backend_model
0.0,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.01,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.02,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.03,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.04,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.05,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.06,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.07,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.08,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.09,0.0,0.00011787052062572911,False,torchcrepe,135.0,400.0,full
0.1,0.0,0.00011787063704105094,False,torchcrepe,135.0,400.0,full
0.11,0.0,0.00011787052062572911,False,torchcrepe,135.0,400.0,full
0.12,0.0,0.00011787085531977937,False,torchcrepe,135.0,400.0,full
0.13,0.0,0.00011786860704887658,False,torchcrepe,135.0,400.0,full
0.14,0.0,0.00011788131814682856,False,torchcrepe,135.0,400.0,full
0.15,0.0,0.00011781130888266489,False,torchcrepe,135.0,400.0,full
0.16,0.0,0.00011808168346760795,False,torchcrepe,135.0,400.0,full
0.17,0.0,0.0001245323073817417,False,torchcrepe,135.0,400.0,full
0.18,0.0,0.00019890244584530592,False,torchcrepe,135.0,400.0,full
0.19,0.0,0.0011230871314182878,False,torchcrepe,135.0,400.0,full
0.2,0.0,0.021261826157569885,False,torchcrepe,135.0,400.0,full
0.21,0.0,0.188944011926651,False,torchcrepe,135.0,400.0,full
0.22,0.0,0.19221831858158112,False,torchcrepe,135.0,400.0,full
0.23,147.89508056640625,0.26042789220809937,True,torchcrepe,135.0,400.0,full
0.24,147.39625549316406,0.26352888345718384,True,torchcrepe,135.0,400.0,full
0.25,146.6304473876953,0.26042789220809937,True,torchcrepe,135.0,400.0,full
0.26,0.0,0.19944989681243896,False,torchcrepe,135.0,400.0,full
0.27,0.0,0.19944989681243896,False,torchcrepe,135.0,400.0,full
0.28,147.9547882080078,0.24265824258327484,True,torchcrepe,135.0,400.0,full
0.29,145.8040313720703,0.2834358513355255,True,torchcrepe,135.0,400.0,full
0.3,146.6376190185547,0.5280113220214844,True,torchcrepe,135.0,400.0,full
0.31,147.3123016357422,0.7027066946029663,True,torchcrepe,135.0,400.0,full
0.32,147.57862854003906,0.7101911306381226,True,torchcrepe,135.0,400.0,full
0.33,147.43231201171875,0.7553701996803284,True,torchcrepe,135.0,400.0,full
0.34,146.95924377441406,0.7553701996803284,True,torchcrepe,135.0,400.0,full
0.35,147.772705078125,0.5244277119636536,True,torchcrepe,135.0,400.0,full
0.36,146.79849243164062,0.3758295774459839,True,torchcrepe,135.0,400.0,full
0.37,146.99642944335938,0.3377487063407898,True,torchcrepe,135.0,400.0,full
0.38,0.0,0.2012857347726822,False,torchcrepe,135.0,400.0,full
0.39,0.0,0.2012857347726822,False,torchcrepe,135.0,400.0,full
0.4,0.0,0.2046775072813034,False,torchcrepe,135.0,400.0,full
0.41,148.12193298339844,0.2362077385187149,True,torchcrepe,135.0,400.0,full
0.42,147.17552185058594,0.3177327513694763,True,torchcrepe,135.0,400.0,full
0.43,149.74734497070312,0.3177327513694763,True,torchcrepe,135.0,400.0,full
0.44,157.8782501220703,0.3177327513694763,True,torchcrepe,135.0,400.0,full
0.45,166.83547973632812,0.5035950541496277,True,torchcrepe,135.0,400.0,full
0.46,172.4757080078125,0.5035950541496277,True,torchcrepe,135.0,400.0,full
0.47,172.78414916992188,0.39693450927734375,True,torchcrepe,135.0,400.0,full
0.48,171.52914428710938,0.2332901507616043,True,torchcrepe,135.0,400.0,full
0.49,170.113037109375,0.2332901507616043,True,torchcrepe,135.0,400.0,full
0.5,175.95388793945312,0.28404897451400757,True,torchcrepe,135.0,400.0,full
0.51,181.40745544433594,0.4085407555103302,True,torchcrepe,135.0,400.0,full
0.52,185.46807861328125,0.4027511179447174,True,torchcrepe,135.0,400.0,full
0.53,183.87246704101562,0.4027511179447174,True,torchcrepe,135.0,400.0,full
0.54,0.0,0.13203002512454987,False,torchcrepe,135.0,400.0,full
0.55,0.0,0.1012243703007698,False,torchcrepe,135.0,400.0,full
0.56,0.0,0.1012243703007698,False,torchcrepe,135.0,400.0,full
0.57,180.55654907226562,0.22769290208816528,True,torchcrepe,135.0,400.0,full
0.58,179.76625061035156,0.4459235668182373,True,torchcrepe,135.0,400.0,full
0.59,180.1063232421875,0.5745293498039246,True,torchcrepe,135.0,400.0,full
0.6,181.91542053222656,0.5745293498039246,True,torchcrepe,135.0,400.0,full
0.61,182.77267456054688,0.3598896861076355,True,torchcrepe,135.0,400.0,full
0.62,0.0,0.029237743467092514,False,torchcrepe,135.0,400.0,full
0.63,0.0,0.0004909912240691483,False,torchcrepe,135.0,400.0,full
0.64,0.0,0.0004909912240691483,False,torchcrepe,135.0,400.0,full
0.65,0.0,0.004267342854291201,False,torchcrepe,135.0,400.0,full
0.66,0.0,0.006356516387313604,False,torchcrepe,135.0,400.0,full
0.67,0.0,0.019957829266786575,False,torchcrepe,135.0,400.0,full
0.68,285.7435302734375,0.3034525513648987,True,torchcrepe,135.0,400.0,full
0.69,289.6544189453125,0.31878361105918884,True,torchcrepe,135.0,400.0,full
0.7,288.617431640625,0.5031359195709229,True,torchcrepe,135.0,400.0,full
0.71,297.85528564453125,0.6146011352539062,True,torchcrepe,135.0,400.0,full
0.72,295.3465576171875,0.8328587412834167,True,torchcrepe,135.0,400.0,full
0.73,293.7902526855469,0.8798805475234985,True,torchcrepe,135.0,400.0,full
0.74,295.4669494628906,0.9123309850692749,True,torchcrepe,135.0,400.0,full
0.75,294.7836608886719,0.9150300025939941,True,torchcrepe,135.0,400.0,full
0.76,293.68756103515625,0.9461339116096497,True,torchcrepe,135.0,400.0,full
